t_start_s,src,dst,bytes,tos
4.0876,36,40,267498,0
4.0901,16,34,55709,0
4.0945,38,41,437870,0
4.111,3,28,116976,0
4.1155,17,14,32652,0
4.116,22,20,503455,0
4.1282,7,9,79885,0
4.1313,6,10,62252,0
4.1462,26,24,12607,0
4.1541,12,5,10900,0
4.1568,23,30,92221,0
4.1588,37,41,60325,0
4.1662,26,41,525079,0
4.1678,36,41,216177,0
4.1802,12,10,170275,0
4.1886,32,34,482570,0
4.194,8,9,272675,0
4.1952,23,2,150027,0
4.1957,14,17,43945,0
4.1983,5,40,9530,0
4.1984,25,27,240743,0
4.2036,17,12,316490,0
4.2038,23,18,40241,0
4.205,29,25,123571,0
4.2059,37,41,13225,0
4.2121,21,30,128756,0
4.2129,2,20,165795,0
4.2243,12,5,22859,0
4.2263,21,22,95307,0
4.2326,1,8,23991,0
4.2352,10,7,1932224,0
4.2356,28,14,148317,0
4.2384,11,7,307285,0
4.2407,8,0,629081,0
4.2431,10,7,1237667,0
4.2649,3,4,25862,0
4.2651,11,0,64333,0
4.2672,34,10,21535,0
4.2681,6,26,779477,0
4.27,35,40,89157,0
4.2717,22,19,259340,0
4.2772,28,29,17570,0
4.2786,28,0,191914,0
4.2799,14,28,23469,0
4.2875,4,35,26136,0
4.2898,12,1,120816,0
4.2951,41,18,87779,0
4.3042,32,10,296321,0
4.3063,37,5,51213,0
4.3082,7,11,588479,0
4.3206,22,1,102820,0
4.3281,32,31,315211,0
4.3287,8,6,78899,0
4.3387,22,1,291365,0
4.3515,37,40,60651,0
4.3574,35,4,63983,0
4.3659,34,30,231281,0
4.3667,34,32,38770,0
4.3683,14,3,94333,0
4.3704,12,15,172775,0
4.3734,22,5,15994,0
4.3862,10,8,55357,0
4.3929,18,23,389865,0
4.3946,10,0,183375,0
4.4011,1,14,41292,0
4.4077,18,25,12607,0
4.4101,29,16,5108,0
4.4234,35,4,232212,0
4.4274,12,1,6870,0
4.4281,19,30,198327,0
4.4337,5,39,23275,0
4.4355,2,35,287744,0
4.4399,40,2,2256636,0
4.4425,37,5,2937,0
4.4447,24,25,50995,0
4.4501,0,7,25609,0
4.4505,8,0,1543293,0
4.4599,15,13,282978,0
4.4629,25,24,736696,0
4.4678,12,23,28610,0
4.4736,38,36,44648,0
4.476,7,11,34106,0
4.4787,35,39,28839,0
4.4798,3,27,69028,0
4.4822,35,31,283490,0
4.4836,35,11,475111,0
4.486,14,16,239340,0
4.4897,17,14,41273,0
4.4969,18,30,3899664,0
4.5046,10,9,48196,0
4.5063,25,29,589589,0
4.509,19,29,117968,0
4.5091,40,37,366851,0
4.5127,34,4,135681,0
4.5192,31,20,79193,0
4.52,4,33,178741,0
4.5234,9,18,34399,0
4.5337,13,33,526597,0
4.5442,22,21,255939,0
4.5442,17,38,1241102,0
4.5464,19,1,11393,0
4.5497,28,34,2514,0
4.5502,24,29,37017,0
4.5585,34,30,3724731,0
4.5588,30,3,29693,0
4.5666,16,14,407031,0
4.5719,0,7,20341,0
4.5798,34,14,133643,0
4.5921,4,36,517121,0
4.5971,27,24,1374142,0
4.6,21,14,512287,0
4.604,29,18,56052,0
4.6068,25,27,9804,0
4.6159,24,28,146508,0
4.6192,25,26,223013,0
4.6209,27,6,93357,0
4.6339,17,16,10748527,0
4.6344,3,26,233764,0
4.6394,27,11,146177,0
4.641,33,6,239613,0
4.6415,33,4,99581,0
4.6485,11,14,30414,0
4.6485,2,14,598026,0
4.6571,1,14,177696,0
4.6572,15,16,40272,0
4.6602,12,17,8401,0
4.6736,16,34,62302,0
4.6876,7,0,28162,0
4.6891,19,20,151551,0
4.6904,24,39,8639,0
4.6905,2,41,363019,0
4.6949,20,15,18889,0
4.7142,33,34,417283,0
4.7175,29,17,3471,0
4.7178,14,15,161891,0
4.726,27,3,295507,0
4.7355,33,25,25164,0
4.7395,41,40,25093,0
4.7431,5,19,24316,0
4.7478,41,37,675815,0
4.7515,7,8,302324,0
4.7529,33,35,57420,0
4.7659,16,28,244794,0
4.7678,19,20,48143,0
4.7832,3,24,236175,0
4.7852,9,5,43825,0
4.7992,39,37,37689,0
4.8015,28,12,18726,0
4.8038,21,23,9203,0
4.8056,4,9,24628,0
4.8121,21,10,400790,0
4.8211,9,7,46081,0
4.8234,10,6,28819,0
4.8254,38,5,544120,0
4.8259,21,23,1260882,0
4.8298,38,21,60782,0
4.8397,16,17,163607,0
4.8485,34,33,83582,0
4.8545,32,34,81203,0
4.8587,13,1,8417,0
4.8632,0,17,106110,0
4.8693,9,10,2253659,0
4.8712,25,17,851478,0
4.8738,0,31,5201,0
4.8764,21,23,28493,0
4.8764,13,21,39042,0
4.8766,35,32,14936,0
4.8812,33,30,42340,0
4.8833,38,37,376559,0
4.8926,4,24,182970,0
4.8954,2,18,419745,0
4.8994,10,6,3880,0
4.9078,31,21,589939,0
4.9112,9,8,529324,0
4.914,9,11,14181,0
4.9204,24,17,30222,0
4.925,10,0,726872,0
4.9255,8,40,55231,0
4.9267,16,17,134420,0
4.9305,27,25,141884,0
4.9358,0,9,774933,0
4.9405,7,33,2191,0
4.9518,40,38,70534,0
4.955,22,19,307539,0
4.9573,27,31,9247,0
4.9629,30,41,17672,0
4.9639,8,35,678804,0
4.9667,21,19,422062,0
4.9698,20,11,166562,0
4.9713,36,13,119904,0
4.9724,23,2,284371,0
4.974,5,40,1166081,0
4.9746,29,27,798310,0
4.98,31,34,321035,0
4.9811,13,17,54502,0
4.9893,1,15,403514,0
4.9929,16,15,13549,0
4.9972,12,25,29619,0
5.009,2,19,225846,0
5.0126,34,30,142497,0
5.0126,7,0,19428,0
5.0128,12,17,44423,0
5.0161,10,8,1044981,0
5.0174,31,24,190839,0
5.0183,38,41,110625,0
5.0227,40,21,121455,0
5.025,17,14,72043,0
5.0284,4,28,190157,0
5.0356,4,35,56964,0
5.0367,9,22,2424638,0
5.0417,28,32,39871,0
5.0494,23,19,83655,0
5.053,19,20,210413,0
5.0604,20,19,7015,0
5.0622,22,21,259427,0
5.0785,10,11,31782,0
5.0873,32,4,846415,0
5.0908,40,36,9842,0
5.0959,40,37,89970,0
5.0995,6,11,28744,0
5.1037,41,37,511599,0
5.1044,17,24,190271,0
5.1102,33,6,203737,0
5.1225,39,41,469793,0
5.1319,14,12,383028,0
5.1405,14,1,100110,0
5.1409,24,27,9482,0
5.1465,17,9,403716,0
5.1546,12,16,254183,0
5.1558,8,0,14998,0
5.1569,14,13,440639,0
5.1596,35,34,119597,0
5.164,15,13,19196,0
5.1686,9,20,14777,0
5.1746,8,7,272421,0
5.1803,18,5,25732,0
5.1804,13,18,928829,0
5.1872,21,12,373926,0
5.1885,12,1,146643,0
5.1952,26,41,13768,0
5.1966,12,18,12706,0
5.1996,18,2,151531,0
5.2141,14,27,51377,0
5.2185,37,38,238788,0
5.2186,25,17,13928,0
5.2187,34,10,48373,0
5.2194,5,39,22842,0
5.2256,34,35,1785680,0
5.2276,14,15,116173,0
5.2361,0,8,35360,0
5.237,19,25,205040,0
5.2408,36,20,36228,0
5.2417,7,19,13656,0
5.2431,21,19,394334,0
5.2525,32,38,29975,0
5.2534,5,40,123611,0
5.2552,2,17,410977,0
5.2667,18,23,66006,0
5.2709,40,29,43581,0
5.2716,23,39,305324,0
5.2757,17,39,29267,0
5.278,19,13,415216,0
5.2873,8,7,79195,0
5.316,15,12,645239,0
5.3167,8,22,193121,0
5.3171,11,3,10960,0
5.3221,17,18,13692,0
5.3232,35,34,10027,0
5.3259,34,22,400825,0
5.3353,35,4,290787,0
5.3428,19,5,308760,0
5.3466,40,38,249670,0
5.3477,28,10,855576,0
5.3506,40,19,50513,0
5.3556,33,30,561919,0
5.3578,39,38,191947,0
5.3612,18,17,22893,0
5.3662,11,6,1172953,0
5.3786,32,30,639868,0
5.3802,40,41,775578,0
5.3859,23,18,29870,0
5.393,10,30,140631,0
5.394,36,39,48098,0
5.4134,23,19,43986,0
5.4273,33,0,30040,0
5.4292,31,33,100034,0
5.4305,28,12,619791,0
5.4367,11,6,44664,0
5.4419,16,41,99688,0
5.4491,18,40,26744,0
5.4684,30,4,505202,0
5.4699,33,35,3318,0
5.4713,21,2,18457,0
5.4762,23,18,20431,0
5.4778,17,1,25305,0
5.4911,30,27,2845232,0
5.4961,1,12,226284,0
5.5006,26,24,53838,0
5.5036,33,31,7540,0
5.5085,17,16,582965,0
5.5124,31,33,21876,0
5.5141,26,29,83503,0
5.519,33,17,51165,0
5.5295,4,35,2000,0
5.5317,34,33,919940,0
5.5333,10,0,301352,0
5.5456,33,34,52697,0
5.5479,22,23,30123,0
5.5639,1,15,115935,0
5.5652,10,9,409868,0
5.5762,12,6,160295,0
5.5763,10,7,576161,0
5.5866,0,9,62011,0
5.5888,10,39,479422,0
5.5937,9,30,4464,0
5.5973,14,12,56576,0
5.5997,10,8,4804,0
5.6002,37,36,12979,0
5.6079,0,21,15981,0
5.6138,17,16,8676,0
5.6191,40,4,14442,0
5.6323,13,29,21473,0
5.6329,13,14,225067,0
5.6358,19,16,5721,0
5.6407,17,14,17737,0
5.6409,7,0,40862,0
5.6418,31,4,18452,0
5.6481,17,7,53753,0
5.6506,13,1,295240,0
5.6587,8,6,200047,0
5.6632,30,34,244330,0
5.6687,13,7,238048,0
5.6711,18,20,50264,0
5.6743,36,6,1182138,0
5.7036,16,15,10626,0
5.7112,7,28,5367,0
5.729,6,2,5993,0
5.7409,8,11,31409,0
5.7447,40,38,307442,0
5.745,17,39,171962,0
5.7487,18,23,125174,0
5.7516,11,8,25565,0
5.7544,31,32,425980,0
5.7749,2,23,89978,0
5.7867,12,16,113872,0
5.7952,21,18,91144,0
5.8006,7,6,42814,0
5.8049,26,35,201280,0
5.8051,37,17,109394,0
5.8062,10,38,47551,0
5.8074,16,12,7904,0
5.8162,6,10,811972,0
5.8167,5,36,36199,0
5.823,34,30,65073,0
5.8316,24,16,1341402,0
5.8347,10,11,53989,0
5.8385,11,2,362976,0
5.8485,1,41,138160,0
5.8496,27,24,30921,0
5.8527,21,13,18856,0
5.8545,1,37,926994,0
5.855,27,19,53770,0
5.8561,9,10,479158,0
5.857,1,16,116416,0
5.8604,27,26,72993,0
5.8669,18,22,30687,0
5.8674,13,1,612712,0
5.8746,39,38,194766,0
5.8774,23,37,122010,0
5.8782,7,31,1536094,0
5.8807,5,38,20522,0
5.8858,17,27,1127036,0
5.886,8,11,43341,0
5.8888,3,6,965261,0
5.8917,22,1,200057,0
5.8969,32,34,54078,0
5.8981,12,1,11022,0
5.9119,34,6,472176,0
5.9128,11,7,69969,0
5.9167,40,41,7312,0
5.9225,6,16,1716551,0
5.9296,19,24,3820156,0
5.9355,0,8,14734,0
5.9379,0,8,514153,0
5.9396,25,24,56076,0
5.9452,16,1,35845,0
5.9516,21,19,702235,0
5.9602,35,34,54930,0
5.9726,14,1,14670,0
5.9759,23,20,31696,0
5.9807,35,31,64838,0
5.9877,30,34,12592113,0
5.9921,31,33,432215,0
5.9945,0,6,874723,0
5.9965,7,4,50811,0
6.0001,3,32,12364,0
6.0191,4,32,476496,0
6.022,37,38,368741,0
6.0244,12,40,38670,0
6.0252,5,32,84706,0
6.0323,37,5,229103,0
6.0327,38,39,651074,0
6.0331,20,37,993510,0
6.0362,6,14,89569,0
6.0442,25,27,59622,0
6.0446,23,21,714942,0
6.0725,5,38,1446389,0
6.0739,2,32,41215,0
6.0758,25,24,218457,0
6.078,33,31,68533,0
6.0955,24,39,5587,0
6.1054,20,28,75576,0
6.1102,7,16,31242,0
6.1109,34,35,58302,0
6.1181,36,5,194895,0
6.1271,34,35,23690,0
6.1286,20,18,205594,0
6.1327,2,13,30674,0
6.1374,21,0,210330,0
6.1476,33,30,116567,0
6.1526,11,9,11246,0
6.1646,33,32,32682,0
6.1728,21,9,68806,0
6.1793,0,29,10019,0
6.1825,13,16,3547759,0
6.1937,25,5,421604,0
6.1966,4,37,95352,0
6.1977,12,16,37699,0
6.1988,33,40,11558,0
6.2018,34,30,32654,0
6.2216,19,26,17620,0
6.2249,2,21,1068418,0
6.2257,31,32,26497,0
6.232,13,10,79979,0
6.2356,30,35,109702,0
6.2366,0,34,1139202,0
6.2456,38,41,32722,0
6.248,19,17,183124,0
6.2595,22,38,275744,0
6.2632,40,5,215750,0
6.2758,32,30,11511,0
6.2882,41,36,4004083,0
6.2951,16,7,51963,0
6.296,29,12,185973,0
6.2984,13,15,33529,0
6.3269,13,33,24528,0
6.3277,30,38,46574,0
6.3286,21,23,102974,0
6.3301,40,18,5693,0
6.3413,38,39,52604,0
6.3413,21,20,151928,0
6.346,3,17,1219316,0
6.3633,1,39,226357,0
6.3637,2,21,134728,0
6.3756,19,36,103335,0
6.3763,25,8,597435,0
6.3821,40,1,17563,0
6.3833,18,31,1204854,0
6.3922,31,30,180538,0
6.395,2,21,897441,0
6.396,22,23,296317,0
6.3981,1,16,1773630,0
6.4012,26,24,171192,0
6.403,13,14,148887,0
6.4151,39,25,118680,0
6.417,27,13,602576,0
6.4223,29,40,5337,0
6.4438,27,26,35037,0
6.4454,38,5,177549,0
6.4508,17,22,323690,0
6.4512,10,8,121076,0
6.4559,28,25,126537,0
6.4688,11,0,2478397,0
6.4703,32,36,30974,0
6.4738,22,19,108122,0
6.4813,38,40,47762,0
6.4872,37,39,146409,0
6.4875,10,0,101521,0
6.4899,31,12,3653,0
6.4912,19,22,200931,0
6.4943,21,18,69922,0
6.4974,7,10,9230,0
6.4988,15,14,222968,0
6.5027,5,9,36971,0
6.5046,25,40,849136,0
6.5204,39,23,2122,0
6.5318,40,36,96780,0
6.5331,22,37,331384,0
6.5333,21,19,2625145,0
6.5366,33,32,551185,0
6.5375,34,35,81665,0
6.5379,1,14,198791,0
6.5386,4,33,202640,0
6.5411,30,4,470927,0
6.5429,5,41,3120,0
6.5543,3,24,11354,0
6.555,23,2,8026,0
6.5617,27,32,18357,0
6.567,5,36,2000,0
6.5698,27,21,401671,0
6.5712,2,6,67155,0
6.5784,4,31,1746294,0
6.5795,17,23,2000,0
6.5917,36,41,30438,0
6.5961,18,20,23614,0
6.5978,3,25,70090,0
6.6089,29,3,29099,0
6.6143,13,16,37678,0
6.6263,17,14,91300,0
6.6268,5,4,91222,0
6.6401,17,14,2435986,0
6.6416,26,25,3522,0
6.646,1,0,114550,0
6.6584,4,33,29964,0
6.6675,26,24,16215,0
6.6716,31,40,2000,0
6.6771,16,27,103764,0
6.6913,9,17,101052,0
6.7097,11,7,119551,0
6.7158,16,17,13294,0
6.7187,30,4,28980,0
6.7197,27,25,15455,0
6.7268,38,5,12579,0
6.7296,20,39,34462,0
6.7346,35,33,62680,0
6.7367,33,35,14251,0
6.7379,34,31,59656,0
6.7382,16,31,523266,0
6.7434,16,17,275139,0
6.747,23,5,151855,0
6.7493,38,21,133119,0
6.753,22,32,51130,0
6.7531,15,13,448541,0
6.7584,28,27,461607,0
6.7595,28,24,8130,0
6.7616,12,15,175799,0
6.7629,37,27,165570,0
6.7688,35,33,75315,0
6.7694,20,23,234804,0
6.7853,29,27,45183,0
6.804,22,38,22940,0
6.8056,19,23,257647,0
6.8099,21,24,20026,0
6.8122,14,15,8784,0
6.8162,10,14,8108,0
6.832,21,20,179678,0
6.8375,19,23,58237,0
6.8384,2,19,4559,0
6.8419,14,16,29499,0
6.843,29,27,1215423,0
6.8434,35,30,78941,0
6.8445,37,41,159555,0
6.846,33,4,489609,0
6.8534,28,24,10123,0
6.8598,27,28,28880,0
6.8667,2,29,6425,0
6.8761,38,37,34738,0
6.879,27,29,154336,0
6.88,30,2,52766,0
6.882,33,10,19354,0
6.8926,0,8,2000,0
6.9029,36,33,418382,0
6.9083,38,6,66020,0
6.9185,24,11,110001,0
6.9209,36,5,366451,0
6.9266,25,27,81435,0
6.9292,40,37,245597,0
6.9322,3,33,198976,0
6.9379,2,18,17209,0
6.941,10,7,1306597,0
6.9416,35,32,48190,0
6.9456,31,33,5875,0
6.9528,14,5,2000085,0
6.9776,41,27,37268,0
6.9777,20,35,124301,0
6.98,39,0,161130,0
6.9821,3,25,111936,0
6.9833,11,25,219271,0
6.9901,36,39,150642,0
6.998,5,39,45153,0
6.9985,38,39,407502,0
7.0174,27,39,213532,0
7.0356,38,5,18969,0
7.0381,34,8,672815,0
7.0437,3,32,223473,0
7.0571,18,31,201529,0
7.0583,0,6,165768,0
7.0597,26,12,398397,0
7.0762,9,2,116005,0
7.0815,7,0,2000,0
7.0817,18,5,62301,0
7.0824,0,13,38637,0
7.0929,35,32,9723,0
7.0932,34,30,21988,0
7.0934,23,40,303547,0
7.0957,39,41,2000,0
7.1048,7,1,94397,0
7.1091,13,1,77486,0
7.1092,39,37,17378,0
7.1124,31,40,16300,0
7.115,22,21,144294,0
7.1175,11,37,6226,0
7.1218,38,34,52717,0
7.1234,27,15,42638,0
7.1332,31,35,3390219,0
7.1414,12,26,178361,0
7.147,12,35,22529,0
7.1473,41,15,179734,0
7.1484,21,19,25499,0
7.1492,3,29,12717,0
7.1562,33,25,98957,0
7.1569,32,14,1123735,0
7.1677,22,32,483965,0
7.1728,19,23,571349,0
7.1731,18,35,800727,0
7.1818,39,37,282539,0
7.1824,17,4,2156686,0
7.1828,25,29,93508,0
7.1907,28,3,128645,0
7.1985,29,1,371611,0
7.1993,21,18,241121,0
7.2041,15,14,83117,0
7.2071,0,8,65441,0
7.208,14,16,63077,0
7.2089,0,8,352707,0
7.2091,14,6,3415134,0
7.2161,5,13,1050335,0
7.2184,25,39,1728481,0
7.2187,27,26,128373,0
7.2207,40,36,56020,0
7.2209,11,7,25532,0
7.2209,9,20,884000,0
7.2403,38,37,4984,0
7.2407,1,17,162010,0
7.2442,10,9,86692,0
7.2451,25,29,12586,0
7.2525,31,22,24486,0
7.2536,31,33,42356,0
7.2605,40,5,65003,0
7.2976,0,35,103913,0
7.2979,15,17,200811,0
7.306,32,15,742516,0
7.3079,12,17,139288,0
7.3108,31,4,338443,0
7.3227,5,37,30116,0
7.3256,19,12,2244456,0
7.3258,12,10,6536,0
7.3372,18,2,3841165,0
7.3375,9,11,107191,0
7.3404,41,40,16060,0
7.3441,7,15,128862,0
7.3488,8,7,24000,0
7.3496,14,12,20188,0
7.3507,28,0,81982,0
7.354,22,18,3568371,0
7.3705,34,30,3959438,0
7.372,17,0,31367,0
7.374,28,23,571734,0
7.3761,40,28,943677,0
7.3766,17,15,2444,0
7.3788,33,35,1030961,0
7.3796,26,25,488358,0
7.3875,27,3,19971,0
7.3891,2,21,39183,0
7.3898,7,10,309225,0
7.3911,40,37,321603,0
7.3915,21,20,101504,0
7.3944,13,40,181203,0
7.3947,20,15,1234109,0
7.4001,14,22,215060,0
7.4016,18,21,183426,0
7.4068,20,10,219587,0
7.4096,38,13,65232,0
7.4157,1,12,33280,0
7.4179,19,20,505095,0
7.424,19,23,41962,0
7.4268,32,35,89401,0
7.4292,35,4,398814,0
7.4466,15,1,8648,0
7.4685,2,20,5842,0
7.4807,23,34,189010,0
7.4817,20,32,170181,0
7.4835,31,32,33764,0
7.4896,2,39,178609,0
7.5042,10,33,285138,0
7.5072,0,8,107471,0
7.5095,0,7,166697,0
7.5179,30,31,554046,0
7.5241,1,17,237294,0
7.5295,22,35,6805,0
7.5376,31,11,415724,0
7.543,30,35,41170,0
7.5448,27,13,1573168,0
7.5452,39,41,140995,0
7.5502,6,8,267626,0
7.5585,19,23,219752,0
7.5668,10,13,91966,0
7.5757,28,26,43480,0
7.5801,36,38,264547,0
7.5823,7,35,82026,0
7.5884,20,14,694140,0
7.5946,24,26,388003,0
7.6118,20,14,1217385,0
7.6221,6,3,104852,0
7.6232,29,3,13572,0
7.6242,32,30,34825,0
7.6262,27,13,1048515,0
7.6389,30,39,51906,0
7.6437,13,17,15176,0
7.6443,15,25,119687,0
7.6601,22,2,3140,0
7.663,23,18,29994,0
7.6692,31,35,353441,0
7.6768,1,13,111813,0
7.6793,35,32,30837,0
7.6876,26,28,183957,0
7.6895,26,3,785711,0
7.6988,34,30,49205,0
7.7003,36,41,91429,0
7.7024,22,35,720162,0
7.7024,5,36,125510,0
7.7101,12,14,302401,0
7.7216,33,31,105304,0
7.7239,31,35,13637,0
7.7246,33,30,130868,0
7.7293,5,38,28341,0
7.7313,34,32,24897,0
7.7313,18,37,469413,0
7.7319,7,9,552269,0
7.7345,28,25,1210838,0
7.7357,12,40,41253,0
7.7396,27,29,4391,0
7.7447,38,40,20552,0
7.7482,4,35,40804,0
7.7608,11,7,54891,0
7.7642,22,18,285650,0
7.7669,26,29,94153,0
7.7718,26,29,66652,0
7.7736,37,39,21620,0
7.7755,28,26,3197,0
7.7768,24,25,100514,0
7.7892,0,10,32623,0
7.7991,4,31,48943,0
7.8082,31,39,11691,0
7.8115,17,12,163512,0
7.8249,28,8,933718,0
7.8265,33,4,2295915,0
7.8273,11,8,2623,0
7.8276,16,17,191653,0
7.8345,12,1,32842,0
7.842,24,28,85624,0
7.8426,15,12,385803,0
7.8439,8,0,200885,0
7.8542,33,4,734027,0
7.8752,25,40,177780,0
7.8801,23,22,96388,0
7.8808,27,31,17629,0
7.8884,2,22,50637,0
7.8913,28,25,892041,0
7.8952,29,33,194440,0
7.9173,8,9,11656,0
7.9254,23,3,67919,0
7.939,9,34,18861,0
7.9427,20,2,34839,0
7.9481,41,37,157983,0
7.9483,23,18,24441,0
7.9512,21,20,393043,0
7.9532,0,6,67316,0
7.9533,25,2,408386,0
7.9695,27,29,30953,0
7.9724,27,26,145359,0
7.9724,30,10,8272,0
7.9724,20,10,25425,0
7.9746,4,24,173891,0
7.9752,16,12,43605,0
7.9777,27,24,182788,0
7.9827,19,21,20820,0
7.9842,17,15,38523,0
7.9845,3,25,11217,0
7.9855,30,9,955783,0
7.9868,27,10,678500,0
7.9876,11,8,281911,0
7.9886,5,36,101896,0
7.9907,32,30,261606,0
8.001,20,23,21049,0
8.0073,15,1,12683,0
8.0111,19,21,35408,0
8.0138,30,4,6653,0
8.0143,40,36,26707,0
8.0211,20,19,13515,0
8.0271,29,26,13846,0
8.0277,28,32,10898,0
8.0315,38,5,14693,0
8.0343,8,0,629881,0
8.0385,31,4,3995743,0
8.0432,5,38,851391,0
8.0434,31,34,9888,0
8.0435,11,7,146158,0
8.0439,12,14,91609,0
8.0443,25,24,159444,0
8.0604,40,39,192325,0
8.0662,16,13,37906,0
8.0673,22,30,5746,0
8.0678,5,38,465839,0
8.0719,10,2,1012075,0
8.0746,16,12,202549,0
8.0776,17,4,25274,0
8.0804,34,27,3678770,0
8.0863,19,16,20944,0
8.1066,19,20,19649,0
8.1144,27,26,2000,0
8.1168,9,8,181686,0
8.1287,32,34,418225,0
8.1297,14,7,427455,0
8.1322,30,32,17942,0
8.1406,33,34,94315,0
8.1486,31,34,95039,0
8.1517,40,14,6834,0
8.1533,7,32,646656,0
8.1581,20,23,4612334,0
8.1949,33,31,76142,0
8.1963,40,36,283055,0
8.1965,38,1,56693,0
8.1979,33,30,125870,0
8.198,20,22,631777,0
8.2005,32,33,393550,0
8.2042,41,40,171323,0
8.2103,4,35,20459,0
8.2108,6,0,14272,0
8.2147,9,7,200007,0
8.2202,30,25,5444,0
8.2226,35,11,165586,0
8.2264,24,26,37909,0
8.2273,17,21,261574,0
8.241,9,8,76280,0
8.2422,10,21,89642,0
8.2446,3,28,1008696,0
8.2454,23,15,213474,0
8.2513,33,25,38576,0
8.2615,37,26,450677,0
8.2698,23,19,108805,0
8.2881,12,1,75180,0
8.3017,15,24,124815,0
8.3045,6,19,346527,0
8.3072,16,14,45092,0
8.3073,2,37,149235,0
8.316,30,33,483670,0
8.3163,24,9,28851,0
8.3173,16,21,2000,0
8.3182,34,36,601168,0
8.3206,35,10,316931,0
8.3221,2,21,551151,0
8.3244,27,29,170457,0
8.3283,36,39,1060507,0
8.3305,20,24,133898,0
8.3346,36,40,634296,0
8.3438,31,2,114338,0
8.3581,18,23,172796,0
8.3751,8,10,149878,0
8.3786,20,2,77663,0
8.3791,27,6,13805,0
8.3797,5,37,115508,0
8.3823,41,12,766558,0
8.3914,8,9,2000,0
8.3919,21,2,205651,0
8.3936,22,23,8581,0
8.403,13,39,1505769,0
8.4039,12,15,533830,0
8.4066,28,29,148770,0
8.4091,16,15,320769,0
8.4169,21,22,45920,0
8.4271,25,38,43240,0
8.4275,32,34,104809,0
8.43,4,35,528209,0
8.4411,36,39,24216,0
8.443,30,34,862321,0
8.4449,32,15,100025,0
8.4479,2,24,3651818,0
8.4487,4,17,26553,0
8.4488,22,20,204623,0
8.4493,6,11,90191,0
8.4541,6,7,57110,0
8.4553,37,38,30166,0
8.4568,27,23,1369847,0
8.4583,7,10,589936,0
8.4678,38,36,113130,0
8.4686,34,33,311410,0
8.4717,41,38,7210,0
8.4726,8,0,61891,0
8.4754,7,36,480024,0
8.4831,5,33,27865,0
8.4837,16,8,64352,0
8.5062,21,33,7469,0
8.5072,21,7,18387,0
8.5078,6,11,54561,0
8.5105,6,7,408830,0
8.5161,10,8,135985,0
8.5209,12,17,19573,0
8.5261,7,6,11666,0
8.5266,25,26,7204,0
8.5303,29,0,3333,0
8.5325,36,39,19312,0
8.541,18,21,106960,0
8.5416,40,22,130083,0
8.5472,36,37,1074835,0
8.5564,37,10,131849,0
8.5599,38,37,17826,0
8.5657,7,10,61123,0
8.5657,18,20,3305733,0
8.5659,15,12,64633,0
8.5747,31,27,463234,0
8.5792,39,36,25181,0
8.5882,2,8,722217,0
8.5941,15,30,2835764,0
8.5979,21,2,101798,0
8.6039,11,30,39210,0
8.6191,7,31,130810,0
8.6207,8,13,95528,0
8.6216,15,17,280580,0
8.6245,30,10,127140,0
8.632,1,15,140819,0
8.6378,16,26,138611,0
8.6425,23,13,419501,0
8.6502,33,35,607988,0
8.6538,16,4,468165,0
8.6556,2,20,16609,0
8.6708,21,19,3565704,0
8.6918,19,26,20561,0
8.701,21,12,3900,0
8.7053,1,16,181641,0
8.7066,5,21,94408,0
8.7071,17,10,373772,0
8.7091,18,23,3747,0
8.7118,7,8,680378,0
8.7127,41,36,135537,0
8.7275,34,26,501261,0
8.7371,27,25,2795271,0
8.7424,5,24,120705,0
8.7452,10,9,107143,0
8.7456,6,8,254407,0
8.7473,28,22,234323,0
8.7479,13,0,363649,0
8.7534,33,35,276581,0
8.7606,34,40,721803,0
8.7612,24,28,19575,0
8.7677,3,33,296964,0
8.7811,10,11,110881,0
8.7816,14,15,82680,0
8.7818,7,11,146323,0
8.7925,10,11,3844,0
8.7981,23,2,33033,0
8.8087,18,2,869479,0
8.8126,26,34,17882,0
8.816,20,21,264076,0
8.8257,31,34,105394,0
8.8269,13,35,305113,0
8.8292,41,38,154622,0
8.8403,7,0,46750,0
8.8415,41,9,70122,0
8.8417,38,25,121228,0
8.8425,24,29,98659,0
8.8447,12,15,88208,0
8.8517,36,39,169242,0
8.8711,4,32,107983,0
8.8739,13,9,35588,0
8.8765,35,28,10410,0
