t_start_s,src,dst,bytes,tos
4.0197,37,39,155861,0
4.0201,7,25,85125,0
4.0204,40,5,282468,0
4.0207,16,15,877590,0
4.0208,5,39,59742,0
4.0209,12,16,27433,0
4.0214,10,0,13397,0
4.022,30,29,731296,0
4.0228,18,20,41037,0
4.023,21,22,472266,0
4.0231,31,30,750871,0
4.0241,14,16,257293,0
4.0243,36,41,42674,0
4.0245,40,36,8327,0
4.028,34,32,13800,0
4.0284,13,1,87318,0
4.0286,24,25,37212,0
4.0299,9,8,28883,0
4.0303,41,40,174422,0
4.0334,30,29,190180,0
4.0336,24,22,6088,0
4.0337,41,39,51426,0
4.0346,33,24,253163,0
4.0353,4,34,1471443,0
4.0354,3,28,30270,0
4.0362,4,41,9127,0
4.0364,17,14,21034,0
4.0366,21,20,1272912,0
4.0376,41,40,459811,0
4.0382,13,7,411102,0
4.0418,29,24,40704,0
4.0419,2,22,876763,0
4.0421,21,23,63162,0
4.0424,25,29,1010023,0
4.0427,4,6,6293201,0
4.0445,13,6,60594,0
4.0457,14,16,135389,0
4.0471,36,15,7758,0
4.0472,41,17,1225707,0
4.0478,4,13,101077,0
4.0481,4,25,1210766,0
4.0498,25,26,4925,0
4.0524,32,38,95112,0
4.0561,12,32,23249,0
4.058,30,33,28690,0
4.0583,19,23,3308911,0
4.0596,27,17,90016,0
4.0597,4,40,357824,0
4.0597,0,8,254786,0
4.0599,13,16,79815,0
4.0617,39,40,1949689,0
4.0627,20,2,3863752,0
4.0644,10,11,160157,0
4.0648,41,38,211508,0
4.065,15,30,252957,0
4.0658,7,0,117965,0
4.0658,19,18,78215,0
4.0665,37,5,209889,0
4.0696,35,4,282598,0
4.0708,35,34,137423,0
4.0725,0,31,59396,0
4.0728,28,25,11007,0
4.0729,15,17,34725,0
4.0742,26,24,77000,0
4.0748,30,35,3787672,0
4.0749,39,5,19449,0
4.0759,36,41,474651,0
4.0763,14,5,180805,0
4.0764,10,39,114751,0
4.0764,3,18,101100,0
4.0768,40,5,176207,0
4.0773,41,38,35608,0
4.0799,1,15,162606,0
4.0802,38,37,130896,0
4.0833,24,26,38710,0
4.0833,10,4,128822,0
4.0846,20,33,24081,0
4.0847,31,14,889636,0
4.0848,28,29,42967,0
4.0851,37,41,56874,0
4.0871,41,37,23528,0
4.0877,41,38,51722,0
4.0891,36,38,133985,0
4.0892,24,3,4422808,0
4.0894,7,33,13719,0
4.0897,28,18,564729,0
4.092,34,15,78282,0
4.0926,25,14,619825,0
4.0937,41,40,351622,0
4.0945,11,21,3826,0
4.097,30,20,40314,0
4.099,40,41,161075,0
4.0992,34,5,32213,0
4.0993,35,34,135920,0
4.0994,8,36,1965852,0
4.1022,33,32,93143,0
4.1028,9,35,120767,0
4.1037,16,13,59824,0
4.1038,19,22,42381,0
4.1044,41,24,1528403,0
4.1047,25,14,240456,0
4.1065,22,28,722428,0
4.1081,40,36,279789,0
4.1081,4,33,2869,0
4.1081,19,3,169733,0
4.1088,17,12,849408,0
4.1089,29,21,60868,0
4.1096,31,33,3636,0
4.1105,4,31,77097,0
4.1113,4,32,411716,0
4.1115,17,14,648919,0
4.1116,25,26,21882,0
4.1119,39,33,15721,0
4.1141,30,31,14410,0
4.1143,10,11,13880,0
4.1151,34,31,135583,0
4.1151,38,31,180022,0
4.1152,23,34,69482,0
4.1156,14,13,40035,0
4.1176,31,32,78042,0
4.1195,30,31,208006,0
4.1214,11,10,192501,0
4.1221,17,24,40788,0
4.1239,39,15,86906,0
4.1239,35,39,228123,0
4.125,1,16,279713,0
4.1267,29,34,85661,0
4.1272,33,24,158795,0
4.1275,27,24,4709170,0
4.1275,4,34,2000,0
4.1287,7,0,51652,0
4.1292,30,24,133080,0
4.1296,38,37,35213,0
4.1301,24,28,24419,0
4.1306,19,2,30956,0
4.1311,3,34,376603,0
4.1311,8,11,386165,0
4.1321,3,25,6984,0
4.133,24,3,29873,0
4.133,8,27,99360,0
4.1344,2,21,57296,0
4.1378,29,27,535477,0
4.138,26,3,5386,0
4.1383,16,4,767739,0
4.1388,0,11,313833,0
4.139,24,23,5895,0
4.1416,23,19,154385,0
4.1424,17,32,36277,0
4.1431,41,37,87461,0
4.1434,0,14,290478,0
4.1443,25,27,246952,0
4.1443,5,36,29890,0
4.1445,9,6,835348,0
4.1445,16,11,51977,0
4.1461,21,40,590578,0
4.1462,8,16,8287899,0
4.1479,40,37,988393,0
4.1486,7,0,284551,0
4.1502,0,40,25248,0
4.1508,27,1,27053,0
4.1531,38,29,25071,0
4.1533,40,17,1534065,0
4.1533,38,13,10479,0
4.1534,30,2,638102,0
4.1534,3,26,66750,0
4.1542,7,6,60835,0
4.1547,11,0,703394,0
4.1555,1,13,404390,0
4.1582,39,38,44627,0
4.1602,25,2,62126,0
4.1614,32,34,422991,0
4.1619,39,40,55520,0
4.162,36,38,31891,0
4.1623,34,33,34678,0
4.1631,12,18,3599,0
4.1634,41,39,108467,0
4.1635,15,18,44889,0
4.1641,30,34,15777,0
4.1661,27,37,242461,0
4.1668,36,40,71989,0
4.1719,6,0,76760,0
4.1721,10,36,249224,0
4.1723,19,20,147059,0
4.1725,21,34,694920,0
4.1736,31,35,231190,0
4.1737,2,34,793698,0
4.1744,7,0,178360,0
4.175,10,37,1178471,0
4.1764,18,20,12120,0
4.1774,23,41,53107,0
4.1778,3,33,151119,0
4.1779,8,10,7568,0
4.179,16,1,395569,0
4.1809,36,38,100803,0
4.1813,8,6,143941,0
4.1824,10,0,387940,0
4.1826,23,20,33472,0
4.1839,16,13,458773,0
4.1848,6,31,34833,0
4.1848,38,39,21779,0
4.1851,26,14,344611,0
4.1853,25,28,25842,0
4.1889,17,15,352193,0
4.1893,13,1,111246,0
4.1899,26,35,48528341,0
4.1931,5,41,45904,0
4.1954,29,32,271723,0
4.1955,18,22,387869,0
4.1963,40,22,102284,0
4.1977,32,4,619602,0
4.1986,27,1,9268,0
4.1997,15,14,4312020,0
4.1998,19,32,121802,0
4.2,24,29,227870,0
4.2007,26,19,5363,0
4.2007,17,13,136745,0
4.2029,1,0,62626,0
4.2036,14,16,151496,0
4.2051,13,12,704645,0
4.2053,24,26,74728,0
4.2055,8,7,74244,0
4.2058,27,28,954234,0
4.2065,35,31,16360,0
4.2081,25,13,46734,0
4.2085,18,32,59978,0
4.2088,37,40,252970,0
4.2093,18,20,256534,0
4.2098,27,26,4781,0
4.2118,12,16,5302,0
4.2121,20,19,2945,0
4.2125,26,2,181335,0
4.2128,26,29,325605,0
4.2132,29,3,46757,0
4.2144,40,14,5145,0
4.2146,8,11,108439,0
4.2149,24,16,41035,0
4.2174,20,9,127319,0
4.2177,14,4,36486,0
4.219,3,11,103475,0
4.2192,5,39,429672,0
4.2199,38,32,27595,0
4.2218,24,26,25385,0
4.2222,39,13,8969,0
4.2229,21,18,55450,0
4.2242,2,23,1137923,0
4.2255,21,20,74593,0
4.2283,24,11,92503,0
4.2293,28,27,697199,0
4.2294,0,9,808905,0
4.2295,28,18,130769,0
4.2314,5,41,3432,0
4.2319,37,40,231839,0
4.2319,7,8,62160,0
4.2361,2,29,369167,0
4.2361,28,25,31401,0
4.2367,33,30,15783,0
4.2392,38,8,81124,0
4.2414,34,30,552460,0
4.2415,24,20,41384,0
4.2416,12,9,2432,0
4.2424,8,10,5364,0
4.2424,19,23,227509,0
4.2425,31,34,33754,0
4.2427,5,40,1481584,0
4.2429,32,35,30030,0
4.2438,19,21,3346,0
4.2446,5,6,151665,0
4.2447,8,11,294850,0
4.2453,29,26,26635,0
4.2464,8,22,57711,0
4.2479,7,10,94930,0
4.2486,32,4,616284,0
4.2487,5,37,64665,0
4.2509,7,8,94941,0
4.2509,0,11,411247,0
4.2525,11,0,22709,0
4.2544,40,38,36924,0
4.2555,1,17,154531,0
4.256,38,9,650527,0
4.2571,8,7,12810,0
4.2574,26,32,388466,0
4.2578,13,16,2765914,0
4.2579,38,15,51959,0
4.2596,36,12,112126,0
4.2601,21,27,131693,0
4.2615,12,16,417576,0
4.2622,21,23,3839,0
4.2629,0,24,144737,0
4.263,12,14,4256,0
4.2632,41,9,58542,0
4.2636,7,6,36682,0
4.266,7,10,300089,0
4.2661,1,2,70395,0
4.2668,34,35,577459,0
4.2671,12,13,182532,0
4.2706,31,4,35561,0
4.2715,5,40,3119,0
4.2734,11,7,47003,0
4.2736,11,30,219022,0
4.276,12,14,84588,0
4.2765,14,12,20860,0
4.2767,23,41,1522712,0
4.2772,15,12,1724247,0
4.2781,10,11,356115,0
4.2788,8,21,60734,0
4.2805,2,6,110860,0
4.2809,19,22,186391,0
4.2826,5,27,61460,0
4.2838,12,16,628947,0
4.285,17,30,459255,0
4.2857,26,27,31163,0
4.2879,6,0,93014,0
4.2886,11,0,5626321,0
4.2904,19,22,56170,0
4.2907,27,3,26678,0
4.2911,22,20,27214,0
4.2937,6,36,15263,0
4.2941,40,41,239488,0
4.2966,2,18,86223,0
4.2976,39,40,2185948,0
4.2982,21,13,10030,0
4.2993,21,23,96481,0
4.3018,9,6,43270,0
4.303,11,36,628654,0
4.3034,11,35,333164,0
4.3053,25,3,136995,0
4.3059,30,33,1188556,0
4.3063,15,12,83495,0
4.3068,32,4,135719,0
4.3077,4,0,1185768,0
4.3077,23,18,107700,0
4.3079,19,22,247186,0
4.3082,2,23,96719,0
4.3093,7,10,296236,0
4.31,1,40,84260,0
4.3102,38,40,303705,0
4.311,17,37,40919,0
4.3111,23,20,278700,0
4.312,6,10,131444,0
4.3139,3,25,35136,0
4.314,38,5,34811,0
4.315,39,10,183736,0
4.3158,36,5,215389,0
4.3161,31,19,375231,0
4.3163,16,14,213849,0
4.3172,13,11,12997,0
4.3178,0,8,645567,0
4.3184,26,36,314443,0
4.3189,41,38,6989,0
4.3193,31,30,25388,0
4.3195,22,30,187835,0
4.3197,2,9,46078,0
4.3204,21,15,488321,0
4.321,20,23,2291120,0
4.3231,14,1,103427,0
4.3232,8,7,213385,0
4.3233,24,28,7856,0
4.3246,40,5,639016,0
4.3249,22,20,19716,0
4.325,2,21,51361,0
4.3251,30,10,573740,0
4.3257,17,21,247519,0
4.3258,36,32,155119,0
4.327,37,40,368868,0
4.3278,15,7,92945,0
4.3287,11,7,22895,0
4.3299,27,29,22877,0
4.3326,23,33,11111,0
4.333,40,37,78645,0
4.3333,4,32,82822,0
4.3339,21,20,17648,0
4.3343,3,29,81346,0
4.3366,22,21,89833,0
4.337,12,23,313064,0
4.3384,11,9,15565,0
4.3395,34,35,17653,0
4.3404,16,14,106974,0
4.3406,23,19,158216,0
4.3415,31,32,1360655,0
4.343,34,24,99181,0
4.3433,9,10,284750,0
4.3436,8,3,231893,0
4.3441,23,18,18586,0
4.3446,31,32,153982,0
4.3453,6,9,711988,0
4.3455,31,34,103218,0
4.3459,0,10,58858,0
4.3472,9,11,32507,0
4.3478,6,9,88537,0
4.3482,26,27,10339,0
4.3485,18,23,30004,0
4.3491,3,24,166112,0
4.3491,36,38,66254,0
4.35,37,41,45019,0
4.3502,0,9,172116,0
4.3512,10,11,7384,0
4.3519,4,32,20879,0
4.3522,2,20,1364124,0
4.3532,12,32,417766,0
4.3535,18,6,126131,0
4.354,20,4,20392,0
4.3544,27,24,34202,0
4.3551,11,9,13502,0
4.3558,29,26,135109,0
4.3565,25,24,464412,0
4.3571,34,37,401192,0
4.3577,20,23,59003,0
4.3604,8,3,142253,0
4.3604,31,2,63239,0
4.3608,12,15,460526,0
4.3628,40,0,501741,0
4.363,1,12,117956,0
4.3635,23,18,246654,0
4.3641,7,11,2706,0
4.3654,12,15,27654,0
4.3656,18,21,396095,0
4.3658,5,27,99098,0
4.3659,20,19,52544,0
4.3666,3,25,49276,0
4.3668,15,20,15951,0
4.3674,6,11,143144,0
4.3677,5,39,24786,0
4.369,13,15,332349,0
4.3693,8,0,14752,0
4.3696,35,31,460252,0
4.3697,7,39,53815,0
4.3707,34,32,921435,0
4.3718,13,14,88129,0
4.3724,35,40,31472,0
4.3728,18,35,77924,0
4.3736,27,13,149076,0
4.3742,32,34,211319,0
4.3742,23,19,24348,0
4.3744,18,12,14137,0
4.3757,23,18,1013175,0
4.3777,5,36,224427,0
4.3793,14,4,150749,0
4.3795,8,11,186339,0
4.3795,36,16,168533,0
4.3815,23,10,56379,0
4.3825,8,6,837401,0
4.3839,17,31,50460,0
4.384,25,20,71934,0
4.3847,27,4,126333,0
4.3849,35,4,66438,0
4.3852,25,22,34001,0
4.386,4,26,122181,0
4.3874,0,30,200576,0
4.3874,2,19,245657,0
4.3876,1,12,102205,0
4.3882,32,31,11282,0
4.3885,27,26,69966,0
4.3887,36,9,276095,0
4.3902,29,9,72639,0
4.3915,7,10,328263,0
4.3918,36,3,145905,0
4.3926,7,10,400233,0
4.3933,23,2,836290,0
4.3963,11,8,129575,0
4.3966,14,16,758929,0
4.3966,26,28,143739,0
4.3971,35,32,177794,0
4.3975,21,9,18992,0
4.3979,13,17,6588,0
4.3987,40,20,27233,0
4.4009,3,26,136113,0
4.4014,16,11,163424,0
4.4036,16,40,366650,0
4.4042,3,39,153223,0
4.4055,0,32,53207,0
4.4077,0,24,249219,0
4.408,28,25,586991,0
4.4082,40,19,29501,0
4.4094,26,6,133087,0
4.4109,21,19,18723,0
4.4123,21,2,21023,0
4.4142,41,40,11762,0
4.4143,38,39,5863,0
4.4165,28,25,634510,0
4.4205,41,36,100303,0
4.4205,38,25,60021,0
4.4209,32,30,32543,0
4.4215,15,19,99553,0
4.4222,6,0,26952,0
4.423,18,33,2433129,0
4.4252,18,39,7996,0
4.4267,18,0,50363,0
4.4277,27,24,44278,0
4.428,18,33,18432,0
4.4285,25,41,489111,0
4.4296,27,26,1759771,0
4.43,2,23,23156,0
4.4304,6,8,596569,0
4.4312,28,27,3377042,0
4.4315,39,41,346511,0
4.432,16,25,1005873,0
4.4336,29,25,20892,0
4.4342,21,23,136842,0
4.4347,38,25,46886,0
4.4354,24,26,16955,0
4.4359,19,11,71995,0
4.4369,41,36,67747,0
4.438,32,30,15392,0
4.4386,1,13,22655,0
4.4408,26,3,64741,0
4.4411,23,12,1373238,0
4.4414,29,7,7707,0
4.4421,38,40,36895,0
4.4421,2,19,91133,0
4.4422,17,14,249464,0
4.4422,34,32,196936,0
4.4424,23,9,213615,0
4.4427,16,6,56761,0
4.4429,16,14,477514,0
4.4435,35,15,113401,0
4.4445,22,39,1352605,0
4.4446,7,9,93994,0
4.446,29,4,563673,0
4.4465,6,37,27819,0
4.4465,5,41,27127,0
4.4467,36,2,263179,0
4.4474,8,10,130414,0
4.448,13,25,79731,0
4.4486,6,7,79091,0
4.4522,32,34,796452,0
4.4531,17,41,75726,0
4.4548,2,22,178394,0
4.4552,29,12,7883,0
4.4567,35,15,189325,0
4.4572,13,14,80684,0
4.461,28,27,21510,0
4.462,27,26,15127,0
4.4643,9,39,905255,0
4.4647,34,32,77902,0
4.4651,14,16,5822729,0
4.4657,17,11,83467,0
4.468,22,18,438213,0
4.4705,25,33,43789,0
4.4721,26,9,1021668,0
4.4744,26,38,16817,0
4.4752,14,8,58226,0
4.4758,8,6,152311,0
4.476,3,22,228530,0
4.4775,5,30,1761165,0
4.4782,4,38,108594,0
4.4786,24,39,50539,0
4.4798,7,8,128450,0
4.48,38,37,7379,0
4.4804,16,14,189688,0
4.4811,23,16,114514,0
4.4818,31,3,95113,0
4.4831,37,41,74616,0
4.4832,34,31,97538,0
4.4845,19,21,1632028,0
4.4846,11,7,11465,0
4.4851,12,5,37017,0
4.4851,2,1,17622,0
4.4862,41,37,93968,0
4.4868,16,17,98596,0
4.4869,26,28,28693,0
4.4876,1,36,11294,0
4.4876,35,33,8554,0
4.4908,4,33,179380,0
4.491,34,32,28425,0
4.4919,16,17,179430,0
4.4924,32,34,36702,0
4.4927,39,38,161809,0
4.4953,38,39,794379,0
4.4962,25,27,21575,0
4.4972,20,19,115094,0
4.4973,28,25,128449,0
4.4977,32,28,46530,0
4.4993,13,15,3032833,0
4.5022,32,14,70265,0
4.5022,20,7,1401142,0
4.5033,23,13,114881,0
4.5035,20,0,179028,0
4.504,14,0,5133,0
4.5041,22,19,366496,0
4.5044,16,15,33746,0
4.506,19,25,9428,0
4.5064,17,1,2669690,0
4.5071,11,21,698834,0
4.5078,8,7,12872,0
4.5092,2,18,76460,0
4.5099,23,38,243452,0
4.5099,34,31,408423,0
4.5111,27,24,98182,0
4.5114,18,24,21239,0
4.5121,9,40,83251,0
4.5122,11,5,48366,0
4.5126,2,12,11963,0
4.5133,41,40,57229,0
4.5169,8,7,63702,0
4.5171,28,18,4557087,0
4.5194,25,27,211594,0
4.5198,15,16,17382,0
4.5199,4,35,30053,0
4.5217,33,6,313042,0
4.5217,24,28,188757,0
4.5225,18,3,233146,0
4.5232,35,30,983314,0
4.5239,36,20,53647,0
4.524,40,5,41146,0
4.5249,34,24,198801,0
4.5253,24,28,12919,0
4.526,28,24,13050,0
4.5264,4,32,154257,0
4.5266,8,11,29052,0
4.5279,14,13,110717,0
4.5287,36,18,6820638,0
4.5297,38,30,191912,0
4.53,10,0,21618,0
4.5301,6,10,47578,0
4.5308,25,22,72708,0
4.5308,5,37,26130,0
4.531,0,10,63410,0
4.5334,2,23,252193,0
4.5335,36,37,126606,0
4.5336,4,17,38986,0
4.5341,11,27,12348,0
4.5358,26,28,518161,0
4.5369,25,27,165925,0
4.5379,20,8,923081,0
4.5399,40,17,765584,0
4.5401,21,9,76074,0
4.5411,7,40,62414,0
4.5418,21,2,193169,0
4.5421,31,19,18544,0
4.5426,27,25,23042,0
4.5427,3,21,202306,0
4.5428,35,7,198481,0
4.5429,36,30,491306,0
4.543,7,1,591165,0
4.5431,24,28,2862,0
4.5446,9,10,44956,0
4.5449,25,26,102148,0
4.5455,15,1,144116,0
4.5457,12,16,21637,0
4.546,18,2,957397,0
4.5463,11,8,14961,0
4.5477,29,26,568976,0
4.5478,40,21,128767,0
4.5487,28,29,17976,0
4.5495,36,24,605298,0
4.5523,4,5,71561,0
4.5525,14,16,27431,0
4.553,11,18,14539,0
4.553,35,34,38668,0
4.553,6,8,208380,0
4.5553,27,28,2000,0
4.5567,8,6,1618841,0
4.5573,34,4,93710,0
4.558,10,0,540205,0
4.5586,37,12,110452,0
4.5594,13,28,169109,0
4.5611,10,6,791075,0
4.5615,10,8,11719,0
4.5619,36,39,197226,0
4.5642,24,29,590975,0
4.5644,8,9,201739,0
4.5679,14,8,157826,0
4.568,7,8,6933,0
4.5686,17,15,59079,0
4.5687,39,37,650151,0
4.5689,22,20,462633,0
4.5723,9,34,54285,0
4.5725,24,25,80959,0
4.5733,28,15,235773,0
4.5738,33,4,312496,0
4.5757,26,28,71616,0
4.5762,4,35,42030,0
4.5768,38,36,86523,0
4.5774,4,31,229552,0
4.5774,12,13,22497,0
4.5779,31,30,817206,0
4.5792,14,18,55961,0
4.5803,6,11,1147516,0
4.5832,22,21,575584,0
4.5858,31,35,36660,0
4.5884,18,22,72929,0
4.589,29,5,273964,0
4.5894,33,24,86543,0
4.5897,27,28,17521,0
4.5911,26,3,33585,0
4.5912,6,3,115303,0
4.5922,8,16,15916,0
4.5922,24,26,534613,0
4.5927,15,4,82933,0
4.5929,38,10,42808,0
4.5929,20,16,81384,0
4.5938,5,37,462094,0
4.5945,37,36,421317,0
4.5946,39,36,74217,0
4.5951,29,24,57338,0
4.5963,41,36,150173,0
4.5976,14,17,244468,0
4.5981,16,34,79622,0
4.6002,5,41,48274,0
4.6006,16,17,34879,0
4.6016,0,22,36520,0
4.6021,16,1,34533,0
4.6022,30,33,98616,0
4.6024,4,32,77485,0
4.603,19,22,123273,0
4.6047,36,26,98957,0
4.6075,8,6,546853,0
4.6084,15,13,15360,0
4.6086,8,11,12018,0
4.6095,29,26,147454,0
4.6105,37,5,10335,0
4.6106,27,9,236708,0
4.6107,41,37,2980,0
4.6158,38,37,923804,0
4.6191,5,15,314652,0
4.6193,19,11,719033,0
4.6194,5,36,278816,0
4.6195,20,0,35462,0
4.6215,11,6,32450,0
4.6218,24,35,299214,0
4.6221,26,40,19946,0
4.6235,4,34,1739666,0
4.6242,33,9,19905,0
4.6242,7,11,19316,0
4.6274,7,11,18834,0
4.6277,30,32,59646,0
4.6278,37,5,54045,0
4.6312,12,16,18496,0
4.6314,0,11,20713,0
4.6322,5,39,244244,0
4.633,14,15,63638,0
4.6333,40,3,293456,0
4.6336,33,34,28530,0
4.6337,22,0,56056,0
4.6338,1,13,56974,0
4.6338,30,34,47697,0
4.6342,17,14,124176,0
4.6344,4,34,37383,0
4.6361,33,8,6202300,0
4.6374,38,13,202593,0
4.6376,34,35,75981,0
4.6393,40,38,161878,0
4.6397,17,12,10714,0
4.6407,8,0,305819,0
4.6408,39,5,118602,0
4.6414,29,27,27898,0
4.6424,21,4,62312,0
4.6438,24,3,1454139,0
4.6439,40,18,523353,0
4.6439,21,23,24019,0
4.6442,31,37,55111,0
4.6455,19,20,16073,0
4.6469,40,4,756299,0
4.6478,17,27,331061,0
4.6479,15,17,125327,0
4.6492,18,22,37154,0
4.6497,7,8,50780,0
4.6515,17,21,25085,0
4.6533,11,9,366309,0
4.6533,4,34,172861,0
4.6536,22,2,2000,0
4.6549,32,33,64954,0
4.6567,16,17,682227,0
4.6571,32,4,549774,0
4.6582,37,38,132299,0
4.6587,1,27,103479,0
4.6613,4,37,28405,0
4.6656,36,20,10870,0
4.668,39,5,2000,0
4.6687,10,6,7008,0
4.6688,22,23,15709,0
4.6691,32,2,203522,0
4.6693,22,21,72539,0
4.6705,9,11,23106,0
4.6708,1,17,170893,0
4.6742,13,12,155773,0
4.6766,5,31,168131,0
4.6769,35,36,266795,0
4.6778,30,15,204452,0
4.6783,27,24,17917,0
4.6794,8,9,11349,0
4.6799,5,15,226629,0
4.68,20,2,41448,0
4.6804,36,34,133185,0
4.6804,14,27,72764,0
4.6804,17,15,2638322,0
4.6811,6,0,123517,0
4.6812,14,1,180943,0
4.6833,2,5,62786,0
4.6855,25,37,84848,0
4.6856,28,20,448624,0
4.6856,7,0,26652,0
4.6868,9,0,42555,0
4.6878,36,5,255046,0
4.6884,35,4,276174,0
4.6903,3,25,520421,0
4.6909,32,35,153413,0
4.6916,38,34,7347,0
4.692,22,21,89021,0
4.6948,40,21,64751,0
4.6949,4,29,2271,0
4.6959,28,39,797384,0
4.6961,7,28,23944,0
4.6961,15,37,46047,0
4.6963,19,23,81976,0
4.6991,18,19,111177,0
4.6997,18,19,887227,0
4.6997,27,21,116352,0
4.6999,8,10,2674358,0
4.7026,7,10,47608,0
4.7044,28,8,7731,0
4.7069,11,8,258802,0
4.7075,35,33,134114,0
4.7098,31,35,80169,0
4.7102,34,21,21335,0
4.7104,25,33,59522,0
4.7106,25,2,126050,0
4.7106,40,5,43351,0
4.7115,23,32,310145,0
4.7119,10,6,68798,0
4.712,4,39,257132,0
4.7124,12,37,11889,0
4.7125,12,17,77146,0
4.714,25,27,32631,0
4.715,39,36,786160,0
4.7159,14,12,8169,0
4.7163,26,27,294467,0
4.7174,8,15,676008,0
4.718,19,20,43307,0
4.7182,1,14,81097,0
4.7186,39,32,355436,0
4.7187,31,19,32485,0
4.7195,25,11,8145,0
4.7206,40,13,5294,0
4.7209,38,17,155376,0
4.7218,17,12,44606,0
4.7221,41,38,15470,0
4.7222,35,34,133074,0
4.7256,32,33,4032,0
4.7262,34,31,27325,0
4.7268,32,28,211663,0
4.728,6,12,56611,0
4.728,3,28,59642,0
4.729,19,4,15962,0
4.7293,10,11,1356368,0
4.7299,28,13,97257,0
4.7318,31,1,411791,0
4.7319,28,26,33106,0
4.732,11,8,60532,0
4.733,41,36,29778,0
4.7335,29,3,239417,0
4.7349,11,33,206900,0
4.7352,3,27,57690,0
4.7373,3,0,209513,0
4.7374,3,28,10318,0
4.7382,14,22,413156,0
4.7384,8,4,109238,0
4.7391,6,2,43064,0
4.7394,27,19,13628,0
4.7397,21,41,39581,0
4.7426,12,14,6659,0
4.7428,22,21,222085,0
4.743,22,35,13215,0
4.7433,32,35,460464,0
4.7437,23,40,33896,0
4.7455,22,12,365827,0
4.7459,27,29,1055990,0
4.7479,30,39,97503,0
4.748,34,40,41542,0
4.7486,39,5,1662176,0
4.749,24,27,244661,0
4.7491,13,14,134439,0
4.7497,10,11,33843,0
4.751,16,14,43640,0
4.7514,33,0,223050,0
4.7525,23,4,776492,0
4.7527,1,21,47183,0
4.7535,38,37,17856,0
4.7536,37,23,150933,0
4.7541,31,27,35991,0
4.7544,33,30,70661,0
4.7549,7,10,179984,0
4.7571,18,25,496583,0
4.7578,22,29,201310,0
4.7587,6,22,29543,0
4.7593,29,19,280731,0
4.7599,7,27,72629,0
4.7605,30,33,65991,0
4.7608,36,21,408204,0
4.7613,14,17,18203,0
4.7614,13,10,1486930,0
4.7619,41,5,81115,0
4.7625,28,3,1988808,0
4.7629,14,6,14334,0
4.7636,32,35,126797,0
4.7638,20,26,34675,0
4.7641,23,29,3809904,0
4.7642,18,33,69592,0
4.7649,8,3,155932,0
4.7654,15,17,47820,0
4.7672,23,2,80101,0
4.7677,0,20,32546,0
4.7683,21,26,9328,0
4.7686,4,15,15774,0
4.7704,32,35,190716,0
4.7723,8,37,193109,0
4.7735,41,39,10107,0
4.7741,12,33,1768023,0
4.7746,12,1,123377,0
4.7751,32,4,6234,0
4.7751,13,14,542575,0
4.7752,3,40,118080,0
4.7756,3,28,63179,0
4.7758,33,9,9585,0
4.7764,39,5,89784,0
4.7764,5,41,276104,0
4.7765,18,26,443404,0
4.7782,2,22,435191,0
4.779,27,29,48620,0
4.7801,36,41,710445,0
4.7807,3,27,437925,0
4.7814,31,29,259860,0
4.782,41,39,17015,0
4.7821,4,26,50882,0
4.7823,27,5,95307,0
4.7834,21,18,80421,0
4.787,9,10,66985,0
4.787,40,37,298042,0
4.7904,41,0,39147,0
4.7913,8,0,737566,0
4.7914,27,0,88484,0
4.7933,39,37,90034,0
4.7934,18,14,28334,0
4.7958,21,22,18377,0
4.7964,2,22,23985,0
4.7971,11,37,2057821,0
4.7976,39,40,3352211,0
4.7983,3,26,383782,0
4.8004,4,30,2000,0
4.8044,29,28,203116,0
4.8061,15,2,22324,0
4.8066,30,35,63218,0
4.8084,18,23,44351,0
4.8094,41,40,883536,0
4.8106,19,13,136140,0
4.8111,10,37,545623,0
4.8112,31,3,53504,0
4.8145,20,6,761167,0
4.8149,34,9,15275,0
4.8161,11,24,183358,0
4.8195,0,39,128410,0
4.8197,7,36,92019,0
4.8198,38,22,2000,0
4.8218,16,31,63454,0
4.8228,24,26,446014,0
4.8253,28,2,177305,0
4.8256,9,10,18150,0
4.8266,36,18,333945,0
4.8269,29,24,160802,0
4.8274,39,32,287185,0
4.8294,32,35,86775,0
4.8316,7,11,15376,0
4.8318,41,39,148832,0
4.8329,0,9,36306,0
4.8338,11,9,9071,0
4.8339,15,41,247814,0
4.8341,31,32,2450305,0
4.8347,35,22,101875,0
4.835,35,33,49249,0
4.8351,33,10,104408,0
4.8354,4,32,123417,0
4.8373,38,39,22181,0
4.8384,11,6,129056,0
4.8385,33,31,5927,0
4.8422,2,28,116374,0
4.8425,38,41,30138,0
4.8427,21,11,31131,0
4.8434,38,40,391970,0
4.8436,18,2,607142,0
4.8437,1,13,481825,0
4.8438,32,17,570801,0
4.844,11,9,50979,0
4.8441,16,1,62101,0
4.8458,36,29,1865934,0
4.846,38,40,64110,0
4.8466,17,12,21794,0
4.8475,24,41,666854,0
4.8478,1,15,1224903,0
4.8513,12,1,5229781,0
4.8517,32,40,600183,0
4.8517,17,22,140266,0
4.8535,32,33,53332,0
4.8537,40,9,20998,0
4.8547,4,34,33557,0
4.8554,15,14,99527,0
4.8556,6,9,60112,0
4.8558,39,36,11288,0
4.8569,40,39,107242,0
4.8572,21,18,323040,0
4.8576,22,21,55037,0
